,blog
120,"In Uawa, an initiative has been established by the community to redevelop and strengthen Maori heritage. In the town of Uawa, there are exhibitions of past and present artwork and artefacts, and also 3 months of workshops in all aspects of Maori culture - weaving, weaponry, jewellery, cooking, moko (tattooing), etc. This is all funded by the community and the government and is free for participants. Myself and a friend, Marielle, were fortunate to attend a weekend of raranga. The weaving is all created using flax, an incredibly plentiful plant in this country - as I cycle around, it really is everywhere. The plant can be harvested twice a year, cutting the correct leaves from the plant. I was going to make a small kete, a traditional basket with a plaited base, and for this I had to cut and prepare 40 flax leaves.  The leaf is long and tough, and to get from a leaf to a strand to weave with requires several easy steps and one rather tricky one. The spine and edge of the leaf is removed with the fingernails, that's easy enough. The next step is to remove the top of the leaf from it's spine, a process involving stripping out the fibres by pressing your thumb hard against the leaf and pulling. Done properly, as many of the others there could do, you end up with an attractively frayed end to your flax, with all hoirzontal fibres, the moka, removed. Done by me, I got a few of them right, but lots wrong; nothing a quick comb through wouldn't fix though! Armed now with my prepared flax. it was time to get going. The frayed ends of the leaves were plaited together to create a herring bone pattern, a challenge in itself to keep everything held together - my thumbs were cramping up almost immediately. Once the plaiting is finished, the flax is held together by a whiti (I KNOW I have spelt that incorrectly!) - a tight plait. The next step is to fold over alternate strands of my herring bone pattern of leaves and start creating the shape of the kete. In many ways, this stage is almost the same as making a regular open weave purse, but with the whiti in the centre. Using the flax is amazing during this process, it's such a strong and flexibly material. During all the weaving, there were plenty of opportunities to speak to the rest of the weavers, all Maori women, mostly local, with differing levels of experience. Inevitably, their kete were looking a vast amount better than mine, their experience apparent. But all were encouraging and helpful, and free to offer tips and advice. Plus they all seemed to spend more time gossiping than weaving! All day the area was full of laughter. By mid-afternoon, my basket sides had taken shape, and I spent the rest of the day plaiting a rope to form the handles. A simple process, but one where you could turn off your brain, and get into a really nice rhythm.  By the end of the workshop, I had a rather ramshackle looking kete, especially compared to some of the other's output, but this was mine, and I am extremely glad to have spent the time learning the skills, in the 'proper' setting!"
121,"Everyone, bar ONE person, I have met on this trip has been friendly and kind. Who was the sole person who had a broom up their ass? The main teacher of the workshop, Connie. Marielle and I arrived not really knowing what to expect. When we were introduced to Connie, her reaction was one of utter contempt, an attempt by her to convey, I dunno, either exasperation at these novices, or a complete lack of enthusiasm for teaching Pakeha. I dunno, but throughout the day, she would not so much as smile at us. I told her I would like to make a kete, and that I had made several square baskets before. ""no you haven't"" was her reply, said with venom. At every step of the process, she would belittle our efforts ""hmm, looks like you've done that step, well, it looks okay, I suppose"", and with reluctance bordering on physical pain she would show us the next step of the process.  Thankfully, everyone else in the workshop was completely open and friendly, and there were plenty of others to show us the process, and give us the positive encouragement we needed.  Speaking to some of the younger people in the community later it seems she's like that with many peopole but it did make for some uncomfortable moments. Is it because we were white, and she somehow didn't want us to learn the Maori ways? Who knows, but she was quite an experience. Don't worry, though, despite this one bad egg, the weekend was still wonderful, and she couldn't come close to leaving me with bad memories of the weekend."
122,"Right. I had thought about just getting the bus straight from Gis to Welly, but no, the extra cost (particularly of putting the bike on the bus - $20 every journey) would be worth it. On the bus, it starts raining. And doesn't stop for 48 hours. So, off the bus I get in Napier, only to hurry to a hostel, then hurry to a cafe where i can spend the rest of the day reading. Back to the hostel for the evening, and hoping to wake up to sunshine. No, I wake up and the rain is even heavier, so I spend the rest of the morning in the hostel, and only head out for lunch. Back on the bus, it's still pissing down, another twenty dollars for the bike and off I go to Welly. * Conclusion - Napier didn't do it for me! I did meet a friend of Sheila F's in Napier for lunch though, Sarah, who spent two years on the same 4H Summer Camps in New Hampshire as I did, so it was fun to meet someone with common memories from New England. * This twenty dollar charge is great for the bus company. I only get to take my bike on the bus if there's space. So, the money doesn't go to any kind of reservation for the bike. And then, once I've paid the 20, *I* then get the privilege of putting the bike on the bus myself. So, the money's not going towards any extra work for the driver. At the other end, I get to unload the bike too. Er, so, Mr Bus Company, why am I paying this money? It doesn't reserve me anything, and it doesn't get me any special treatment either. Harumph.
"
123,"In the evening, I was set to meet up with my riding buddies from the Lake Taupo race I did in October. We'd arranged to meet in a pub, and even though I'd only had one beer when they arrived I already felt really wobbly! Must be the lack of drinking I am doing on this trip... We had a fun night though, Claudia Kath and Liam are a great laugh.
"
124,
125,"My riding buddies for the weekend are eight people from Wellington, all connected by New Zealand's biggest mountain biking website, Vorb. Some I have met on other rides in other parts of the country, but some of the others are new faces. Vorb has a busy online forum that appeals to all riders, and that's reflected in the spectrum of bikes between us. At one end, a couple of XC race bikes, at the other is Juan's Big Hit, with 8"" of travel. It promises to be interesting to see how he will get up the one-in-three climbs ahead of us.  There's no roads to the beginning of the trail at Ship's Cove. To get there we get a water taxi. For the Kiwis I am with, this is just another journey, no big deal. But, er, a water taxi? How cool is that? Once they've dropped you, your bike, and your friends off, they even take your bags to whichever hostel in whichever bay you're staying at that night. And at the end of the ride, they pick you up again from the trail end. It may just be me, and my land-lubber ways, but this whole water taxi thing is pretty exciting. The trip out to the trailhead also provides us with some tantalising and daunting glimpses of the trail; dense green bush hugging steep slopes contrasted against a perfect blue sky.  Once dropped off, and satisfied that we have taken enough innuendo-soaked photos of us playing on the cannons at the monument to Captain Cook - he landed here on his global voyages - we can't put off the start any more. A shame because the first 2km of the climb go from sea-level (obviously) to 500m. Today we have beautiful weather, but it has rained for the previous three days, so this ""Can-I-can't-I?"" climb unfortunately becomes a walk. The top is a relief, and provides a taste of the views to come. Behind us is open sea, strewn with steep-sided, forested islands. Ahead are ridge after ridge of mountains, the sounds below radiating a deep greeny-blue. With the hike-a-bike out of the way, we can press on and enjoy the first descent.  The trail varies between narrow and wide singletrack, with many different surfaces. Sometimes you are passing through slippy caramel-coloured clay, keeping the bike balanced to maintain traction. At other times you may be on exposed rocky ledges, riding carefully to keep yourself on the trail. Or you maybe floating the bike over dense networks of roots. Riding the trail is like a Greatest Hits compilation CD of biking. Track one is the rocks of the Brecon Beacons, track two the high Alpine environment of Colorado, track three the parched Andalucian mountains. The vegetation, too, is a marvel. To the native New Zealanders, it may be less exciting, but to a visitor, there's plenty to excite. At lower levels the fauna is dense, reminding me of Tarzan cartoons, but as you rise higher, it dries out, through beech trees, to stubby bush, exposed and sun-hardened. The many gaps in the canopy allow eye-widening views of the Sounds. But don't look too long - there's always a rock placed on the trail to catch you out as you gawp, jaw open, at the view.  Lunch is reached at the end of a 3km downhill section that has me repeating the mantra ""flow"" over and over again. The big-travel boys have disappeared in the distance, but I battle it out with Tama, both of us matched on our hardtails, vying for position. He wins this one, but it's a scream to flick the bike round each corner and try to out ride each other to the next narrowing of the trail. Our lunch stop is a hotel accessible only by boat and trail, allowing us to giggle while supping some refreshingly cold beer.  Once fed and watered, the afternoon spin is ideal for the lightweight hardtail boys and girls in the group. There's plenty of descending and ascending, every drop and climb short and steep. I go at it with legs pumping fast. For the past ten weeks, I have been riding fully laden with touring kit; I am used to riding a bike that handles and accelerates like a slug. And here I am, fuelled by endorphins and a little beer, on a bike that feels lighter than air, with legs loving their release. My rhythm is right on, and the more the climbs make my legs burn, the more my determination to get up them faster increases. This only goes to make the descents even more frenzied. The final drop to Punga Cove is the steepest and most technical of the day, with some hairy rooty drops to give us a final adrenal injection.  Our hostel for the night is a collection of buildings nestled into a tiny cove with a bar at the wharf. There is even a restaurant to feed us, and once we've swam, showered, napped and calmed down, we go to fuel up for the following day. Disappointingly, the restaurant is aimed at boating day-trippers. The food is very nouveau, i.e. expensive and comes in tiny portions. It's not the ideal biker's meal, but it's tasty, and makes a change from the bland rice and tuna that I normally cook for myself while touring."
126,"We're starting at sea level again, which can only mean that the first thing to do today is another climb. Like the start of the previous day, we need to get to the top of the ridge, but at least today we have a hard-packed gravel surface on which to tease the stiff legs into action. The reward for this climb is a stretch of riding along a ridge-top. For 20km we undulate with the ridge. On one side is a view similar to an alpine glacial valley, with meadows on the base and forested mountain slopes. The other side of the ridge looks out to the open sea. The trail leap-frogs from one side of the ridge to the other, giving us views of both.  The end of the ridge drops to Torea saddle, 50m above sea level. Ahead is the most talked about climb of the day. This is the one my riding friends have been talking in hushed terms about all day. Only the greatest riders in New Zealand have ridden it all, they claim. The trails rises painfully from here to 520m in just 3km. It is daunting, but my legs were ready and I had a bag full of determination to make it to the top, ideally in one shot. It was a granny-gear killer. With legs straining right from the start, I have to keep a really tight posture in order to prevent the front wheel lifting, toppling me back down the slope. With heart rate at its maximum, and head exploding in the 30° heat, I eventually could see the top. But as soon as I had seen it, I could no longer keep the front wheel on the ground, and slewed off trail into the bushes. All that effort and I'd been beaten right near the end. Despite this, I was totally pumped up to have gotten this far up the trail.  With every gruelling climb, there comes a descent. The descent was rocky and exposed, requiring deft handling to corner round the multitude of switchbacks. The trail builders surely had mountain bikers in mind as the further down the trail goes, the steeper and more frequent the switchbacks become.  Resting and refuelling at the bottom of this descent, it was apparent that everyone was beginning to tire. ""There's only one more climb,"" our guide, Tama, tells us. Inevitably, the climb was another Escher staircase climb. Riddled with switchbacks, and with no view of a summit, each corner presents the rider with yet another wall to climb. Finally, the top was reached, and now was the grand finale, a 12km blast to the sea. Body tired but brain focused, this was a blur of rocks, trees, exposed rocky sections, and beech-leaf lined wooded sections. There were plenty of short, sharp climbs to muscle the bike over. My legs were burning, but I was racing as fast as I could, trying to process the visuals as best as I could. My body was making many of the decisions itself, weight distributing itself automatically to get the bike over, round, or through any and all obstacles. Jono on his Santa Cruz Bullit was just ahead of me, and I pushed it to the limit to keep up with him on this one.  With one last straight descent, we spat out of the end of the trail. To find a caravan selling tea and ice cream. As our group emerged from the trail, I think we spent enough money to keep those guys going for several months. We simply couldn't eat enough pies and ice cream. We ate greedily, grinning and sharing stories about the ride. We'd all made it in one piece, with no mechanicals, not even a puncture. With the arrival of the water taxi, our long journey home began - water taxi first, then 3hr ferry back to the North Island and then a 3km ride back to a friend's house. It would be a long weary journey but one happily undertaken, my tired mind not thinking about my hurting legs, but instead replaying any of countless great snapshot memories from the weekend.
"
127,"I'm staying in an old mansion in Lower Hutt, 10km north of Wellington. It was built around 1900 and was one of many huge properties on the steep slope overlooking the Hutt river. As development progressed, the main highway was built at the bottom of the slope. This mansion was the only property which didn't have its road access cut off by the highway and is now the only one remaining; the rest were moved out or demolished. It's a lovely house, and has great views of Lower Hutt and Wellington harbour. There are 6 other volunteers, some British, some Americans, and a Canadian. I'm the oldest, unsurprisingly, and the youngest is Caitlin, who is 18. We're all in the house together along with Mandy, our Volunteer coordinator. Everyone's cool. Kind of. Mandy and I are unfortunatley like a pair of male deer continually clashing antlers. She's a good person, but riddled with hypocritical opinions, and with some sort of power trip on controlling the household. For example, she told me off (!) for turning the computer off becuase it's a waste of energy to turn it on and off too much. This was just after she had driven the van ONE HUNDRED METRES to go take a tent down in the lawn of the house....  Ah well. I am sure she will be bitching about me somewhere. Jason, one of the other volunteers reckons I should just let things like this lie, but it's not in me to allow someone to tread on people - I just can't help taking the bait."
128,"The final installment of the Lord of The Rings trilogy had its world premier today in Wellington. A HUGE event. I am sure you'll be reading about it all in the gossip mags soon. We got off the train and ran to the parade - gotta get to the crowds to see the celebs. Yes, I was there, stood nose-to-sweaty-back with thousands of other geeks seeking some sort of life enhancing view of someone else driving past in a slow moving parade. I had a great time, but really, is seeing Liv Tyler wave randomly while some foul-breathed beardy wierdo leans on you from behind that interesting? I have to conclude that it is. Most of the cast were there, as were scores of extras in impressive costumes. It all went past us in maybe 15 minutes, but to be on the streets with maybe 100 000 others did seem pretty special. But all this for a film? We then tragically spent 3 hours sat on a hill watching a biug screen showing the celebs walk to the Embassy Theatre along the 1km red carpet. Funnily they all seemed to agree that: 1. Wellington is the nicest city in the world 2. LOTR is a great film 3. Peter Jackson is a god. No doubting, though, it was a fun day, and I dunno, I guess I earned a couple of Smug Points today by being able to say ""I was at the world premier of the LOTR third bit"""
129,"Our first 'proper' day's was on Tuesday. In hindsight, I think this was the least exciting, but it was still an okay day. We stayed local today, and worked on clearing some of the ruined properties along the slope adjacent to the house. There is a lot of history hidden by the new forest growth, and there is an effort to reclaim some of it. This involves weeding and path clearing. All day. It wasn't too thrilling, but we did acheive some pretty great results - what started in the morning as an apparently uninteresting patch of green was cleared. Inside the area was the remains of a fernery greenhouse, along with paths, walls, old fern labels, rock gardens and even a water feature!
"
130,"For me, the day was more exciting because we were to be working with Jonathan Kennett. Who? Well, if you ask ANY mountain biker in New Zealand about the Kennett brothers, they'll know who you're talking about. The Kennetts have been mountain bike advocates in New Zealand for many years, and have probably done more to develop the sport, trail access and MTB conservation than anyone else in the country. They run the Karapoti race, they have written THE bible for New Zealand mountain bike rides and are reknowned for being strong and talented, and extremely nice guys. Everyone I met in the country talks of them with some awe. And of course, in person, he's a top bloke. As is his partner, Bronwen, who we also spend the next two days working with. The day starts with a tour of the park by John (?) Wilson, a New Zealand botanist - apparently a world famous botanist if that's the kind of thing you knwo about. It's an amazing little trip round the forest, because not only are the trees here amazing to look at, by getting up close and lingering around them, there is a sense of complete awe at how amazing some plants are. I loved all the vines and parasite plants that strangle the trees. But bugger me, I can't remember any of their names now! Arse. Well, the trees were amazing - you'll just have to believe me... For most of the morning, we went down into the valley of the park to 'release' the newly planted trees. Release = weeding. The new plants don't compete well with weeds until they are about a metre high, and so until they reach that height, it's down to volunteers to get in there and clear the weeds. Doesn't sound much fun, but it's a very pretty area, and relazing work.  In the afternoon, we head up to Makara Peak (photos and other info), Wellington's most famous mountain bike park - a huge section on the edge of town handed over to bikers, 'paid' for by much conservation work carried out by local riders. As well as trail building, the local bike community replants native trees and carries out a lot of pest control. Amazing to think that a city could be so forward thinking! I spend the afternoon deberming one of the trails. Great fun."
131,"Not only that, most of the slope we're walking on is loosely gravelled.  All of which provides a good playground. I spend the day making holes for the trees with a pick axe. This involves scrambling up the slope (two steps up and one step back). Swinging the tool, the sliding down the scree to do the next one. Most entertaining."
132,"For example, when I did the trip to Utah, it was planned pretty much exactly the way I wanted it to be, and that was because everyone else was happy to go along with my ideas.  If I'd have gone to Taupo, Mandy and I would have killed each other! Enough ranting, what have I been up to? I spent Friday evening at a friend's house playing games. Not your average monopoly, pictionary, or scrabble. No, this was proper gaming - ie games with hundreds of rules. It was hysterical because everyone was a complete rule follower. We were playing a game set in the Wild West and someone queried a rule. Most people would make a rule up, or allow a compromise here. But no, we duly stopped play, the rule book was consulted and the rule confirmed. Immediately, the guy reading the rule book noticed that another rule we had been playing with was incorrect; therefore we simply must change the way we play to be correct, even though the way we had been playing was perfectly acceptable to everyone. The reason this was funny was because there's no denying it was super geeky, but also because it suited me down to the ground - i'm a total rule follower in games, but normally don't find enough people with the same attitude, and if I try to enforce rules properly, mostp eople just tell me to shut up [Liz, Giles, Johnny - remember the rule about taking your hand off the horse in The Really Nasty Horse Racing Game??] Saturday took me into Welly for some shopping. I hung out in the Cuban quarter, and spent a wonderful half hour sat on a bench watching a kid do some magic busking - he was drumming using two buckets and a crate. And it was awesome. He was very animated and was getting a vast range of sound out of the instruments. A crowd formed and just as he was getting really frantic, along came The Man and gave him a ticket for noise pollution. Cue much jaw dropping from the crowd. I asked the warden bloke what he was doing, and when I asked him if he thought it was really fair to give a busker a noise pollution ticket while being surrounded by workmen drilling in a nearby shop he threatened to have me arrested. I asked him what I could be arrested for, and he said obstructing justice! I backed down, but kind of wished I'd have provoked the situation. All I had done was ask a question, and the comedy of police arriving at a scene like that would have been great. But, Andy is just too safe a guy! Met up with Claudia (riding buddy from the Taupo race) and had a great evening drinking coffee and watching a movie - Satin Rouge.  And on Sunday, I had planned to go enter a race on Makara Peak, but woke up late, with a slightly sore knee, and decided to give it a miss. Instead, I'd go for a gentle spin on the hills behind the house. Gentle spin? OUCH. From the front door, 4km of tarmac climbing, then 3km of granny gear heinousness (I don't care if that's not a proper word, it fits the feeling I had). But what a reward. I rode up to the Belmont Trig in Belmont Park to a 360' view. Lower Hutt beneath me, Wellington in the distance, and on the other side of the mountain, the West coast and Porirua. Amazing.  What goes up comes down. Faster. An hour to get up, and twenty minutes to come down the other side, on some wonderful singletrack - just the right sort for someone riding on their own. Not too easy, but not so challenging that it makes you bail out. Home with a grin on my face.
"
133,"Our job for the day? Weeding. Again. This time, we're in the marae's nursery, sorting out the plants in the nursery that will be used to replant all the land around the marae. Until ten years ago, it was all pasture land; the aim now is to restore it to native forest. The project's been going on for a while, and it's looking great. This restoration of land is a big deal in New Zealand. In many places you can see pasture next to restored forest, and it gives you and idea of what my own country may once have looked like - the UK has been cleared of forest for so long, it's not somethiing that will ever be restored. There's a passion for restoration in New Zealand because the clearing has only happened in recent memory. We overnighted in the Marae, but before that we went for a kayak in Welly harbour. And what do you know? About 30 dolphins came and swam around us. Incredible! They're such graceful creatures. And it was made all the more sweet when we realised that most tourists pay 100 dollars for this privilege..."
134,"In remote remote land, we skirt the surf on our right. On our left, bleak hills rise in a curve from the sea. Scree covered, they are forboding and uninviting. It provides a remarkable view as we hurtle along the gravel road. This is probably as remote as I have felt so far this trip. There's a few settlements along the road, including the tiny town of Ngawi. It has now wharf, instead it launches boats from the beach using bulldozers. Apparently there are more bulldozers per head of population than anywhere else in the world! It's quite a sight. We stop beneath the scary high lighthouse and spend an hour wandering up the beach counting seals. They're all wallowing around on the beach. And they're amazing. They're kind of aggressive if you get too close, but you're definitely close enough to feel pretty awed by them. There's huge males, big females and plenty of cubs too. All backed by black beaches, massive rocks and crashing surf. My jaw was on the ground for most of the day.  I loved it!"
135,"We camp out in the bush in the evening which is lovely and spend the second day hacking out a trail on a landslip. Strangely, this turns out to be one of the most enjoyable pieces of work over the last two weeks. I've found the program fascinating in the places we've been and the people we've met. But the work has been numbing. Hacking out dirt from the side of a hill to create and shape a trail though is lots of fun, it turns out. I don't think everyone else agreed. Ah well. I had fun."
136,
137,"And I'm going to ride it with Simon and JOnathana Kennett, amongst others. As I've said elsewhere, these guys are FAMOUS - there aren't really any other rides whose names are so well known in the country. Simon is the faster of the two, and has raced with all the greats (Ned Overend, Gary Fisher, etc). I wake up excited. But the weather's poo. Down in the Hutt, it's just kind of misty, but quite brighht. But as we drive up to the start of the ride, the mist thickens and the moisture turns to rain. At the car park, it's just like home. Heavy drizzle. Wodnerful. Normally this wouldn't deter anyone, but given that this ride involves four significant river crossings, it's touch and go whether we'll do it. Off we set. The first five km is a blast along an old track in Karapoti Gorge itself. The gorge is deep and spectacular. Apparently. I'm so busy blinking water out of my eyes and trying to avoid rocks, ruts and puddles that I can barely see, that I don't look around much. And what has been sold to me as a ""medium"" pace is turning out to be damend fast. No problem, just something I am not used to.  We reach our first major junction, and the weahter has gotten worse. It is just like home bar one fact. The temperature here isn't too bad. Standing around gets cold, but it's really humid and once you're moving, everything heats up well. Decision time. Riding the 50km will be hard. Who is up for it? I am the only one willing to give it a go. Which is a bit of a disappointment, but not really surprising - the weather really is crappy.  Simon wants to do some hill training, so myself and stuart decide to join him while the rest head back to the cars. And boy, am I getting shown up on this trip! Hills here are steep steep steep. In the UK, steep doesn't even come close. We do the ""warm up"" climb and i nearly puke. One slippy slidey descent later and we reach the climb Simon wants to do his warm up on. Ouch. Simon and Stuart are fantastic riders - they can get up these slopes making them look almost flat. My style is rather less gracious. I get up just about everything, but it's nice to be schooled - there is still much to learn! I also realise that I'm riding with some of the better riders in the country and if I am closeish to them, then that's a good thing. After another hour of rain and rivers and mud and worn out brake blocks we fly back to the cars. Not quite the day I wanted, but good enough for a taster of what the full course is like. The race is going to HURT."
138,"I am now on the South Island, in Christchurch, having got the ferry/train from Wellington yesterday. The train journey was incredible. I had been warned about it but not really prepared - even though it's close, the south island is very different. REAL mountains, even with snow! Parched farmland. And very few settlements. I am here for the next few months, and already am thrilled with what's to come. And so, it's nearly Christmas. I'm spending it with a friend, Sammy, his girlfriend Kat, and their parents. I can't wait for another variation on the Christmas theme.  The trip so far has been amazing, as you all probably guessed. I figured it would be worth summarising it so far.... And so, in the interests of condensing something into nothing, here's the trip so far for those who've not looked at the journal: Fly to San Francisco. Ride in Marin and see some guys in leather Arrive Auckland, uck. Spend cash and get out of there Northland - rain. Get lift to Taupo. Race my bike for 12hrs.  Relax for a day. Jump out of a plane. Do more mountain biking. Ride to Rotorua. Pooh, it smells.  Go to Castlerock. Ride crazy trails, drink beer, have fun in a hot tub Ride around the Coromandel. Amazing. Hills. Bays. Remote stuff. Nearly kill myself at 67kph. Wend my way to the East Cape. Despite being fitter, ride slower because it's so wonderful. Ride with some new friends for a few days. Get to Gisbourne. Go back to East Cape to make baskets. Amazing Go to Napier to see Art Deco buildings. It pisses down for 2 days. See none. Wellington. Ride the Queen Charlotte Walkway. Ouch it's hard. But the best ride of the trip so far.  See some celebs promote some overrated, overlong film. Two weeks of weeding. oops, conservation.  Train to Christchurch. So there we have it. My trip in 100 words. Kind of makes me wonder why I bother with the journal. :-) I hope you all have a wonderful christmas, i will be thinking about you. See you all in the new year! Love Andy"
139,"And, boy, do I eat some good food over these three days! Dux de Lux - vegetarian heaven, with a microbrewery on site. Thai Smiles - the most amazing fish curry I've ever had; beautifully tender pieces of fish, and clear-your-head chilli strength. And Santorini - wonderful Greek food, with friendly hosts, live music, and acrobatic barmen to keep us happy. Once my touring starts again, it'll be back to the pasta and tuna meals, but for now, I'm loving this eating experience! Seeing the city is fun. We go to all the arty museums. Unfortunately, I can't really say I was moved by much of what we saw. At the main art museum, all the exhibitions were a little flat. They were themed exhibitions pulled from the permanent collection, and didn't really inspire me. The history museum contained many wonderful pieces of Maori heritage, but, it's awful to admit, once you've seen 20 kete, palisades, tiki, waka and the like, you don't really need to see any more, however nice they are. I did really enjoy the exhibition in the Art Centre about Antrarctica - its geology and the history of its exploration. I did learn plenty here, and felt humbled by the hardships early explorers endured. With our modern fabrics, our time in harsh environments is a breeze.
"
140,"Come December, I'm in Christchurch, and a quick search on the 'net tells me that the Canterbury Mountain Bike Club are running a club ride to the Craigieburn Forest, up near Arthur's Pass. The New Zealand MTB Bible, '400 Classic Mountain Bike Rides' by the Kennett brothers lists this as one of their favourite rides, so I make a few telephone calls and plan to meet the group early on a Sunday morning. One of the great pleasures of New Zealand is how friendly and inviting everyone is; people are always happy to have you along, and Kiwis have a great pride in showing off their country's assets to visitors. Bikes loaded onto cars, our large group heads from Christchurch to the forest, 100km away. Being a pom, I'm used to poxy little hills, and the drive towards Porter's Pass (945m) is amazing. These are 'proper' mountains, and I'm about to ride up and down the side of one of them. Excitement level increases a notch or two as the vistas reveal themselves through the clouds. The trailhead is reached, and the ritual of sun screen and insect repellent application begins. This makes a change from the rituals of wrapping-up-warm and waiting for a break in the rain I am used to back home at this time of year! Above us rise majestic peaks, dense bush rising until it meets barren scree slopes and near the top, some remaining snow patches from the Winter. It requires a strained neck to look up to the top. Which is about where we'll be pretty soon! The climb is actually not as tough as I expected. We follow a well-packed gravel road out of the valley. The gravel isn't too loose, so traction isn't a problem, and it's not steep enough to give us any issues with keeping the front wheel down on the ground. It's not totally simple though. What it lacks in technical challenge, it makes up in aerobic gruntiness. On and on it goes. There are a couple of switchbacks in the climb that I find slightly demoralising - lungs working hard, I attach a mental bungee rope to the corner, haul my bike around it, only to look up and see another long stretch of gravel ahead. The benefit of this climbing is of course the expanding view across the valley. An hour later, we're sat at the top of the climb, snacking on our lunch, and anticipating the fun ahead. Sitting perched on the edge of the trail, I can see the trail crossing scree slopes and heading into the beech forest beyond. My riding companions have been talking up the difficulty of riding across scree and as I look at it now, my stomach flutters. After one final dreamy look at the landscape, and a group photo, we snake off downwards.  Riding across scree slopes is new to me and requires fast learning. I've found myself near the front of the group, so feel some pressure to keep moving, and at a fair pace. The first scree section is mostly shoe-sized rocks. What passes for a trail across this section is more of an indication of one. The rocks have been slightly flattened, but the camber is such that it is barely wide enough for your bike, and the upslope stones continuously threaten to clip your pedals. Riding through requires a steady cadence and fine balance. There's no space for your feet if you dab and it's easy to spin out your back wheel.  Nervously through one section, we reach some beech forest only to emerge 100m later onto more scree. My big-rock skills are no use here, this section is gravel. Scree lesson number two then. This is much more challenging. The trail heads steeply downslope, before turning upslope just before the next beech forest section 75m away. Heading down is straightforward, just lean into the slope and let the bike go. But the upslope turn provides much comedy. Turning is not possible, any attempt to rotate the handlebars only causes the front wheel to dig into the gravel, unceremoniously dropping the rider into the upslope or over their bars. We all have a go, but noone gets past the corner. No problem, it provides much entertainment. For the next two kilometres, we repeat the beech/scree combination. Some sections I walk, some I ride and some I stumble through. The beech sections here are also pretty tough. The narrow trail is cut into a steep slope. On the right is a 'don't look down' drop through the forest, and on the left the slope is steep enough to occasionally grab the handlebars. I am riding quite tensely, never one to be too comfortable on these exposed trails. I am wondering if this is the style of trail for the rest of the descent, and hoping that it's not. At the end of a short-sharp technical climb, we have a break and our ride leader tells us there's no more scree. Phew! There is also a noticeable air of excitement amongst the group, because we are at the top of the Luge; the primo singletrack that makes all the climbing and scree-crossing worthwhile. Those who have ridden this trail before promise great things. For the next twenty minutes, the grin on my face grows and grows. Beech singletrack is a joy I have not experienced in the UK. The trees are densely spaced, but allow a lot of sunlight through. Riding at speed makes me feel like Luke Skywalker evading stormtroopers in Return of the Jedi. Trees whiz past as I dodge the bike left, right, up, down. The trail surface is carpeted with leaf-litter. Beech leaves are the size of a small coin, conceal the ground, and offer great traction. Descending, adrenalin flows as you float the bike over the multitude of roots. Occasionally a mistimed weight change will pitch you into a rut, slowing you down. I even bring myself to an immediate stop once by mistiming a corner and slamming my right arm into a tree alongside the trail. Grinning, a few hard pedal strokes is enough to get you back up to speed.  We shoot out onto the gravel road at the bottom of the trail like rounds from a Gatling Gun. Everyone is pumped and attempts to somehow put into words the pleasure of the trail; unnecessary really, just looking at each other's wide eyes is enough to share the excitement.  A cruisey gravel road takes us back to the cars, and from there we head out of the forest to a café to enjoy one more wonderful New Zealand biking ritual - pie and coffee! Basking in the sun sharing stories of the ride with my new friends, I spare a thought for my UK riding buddies whose post-ride ceremony right now probably involves shivering, removing wet clothes, and an hour's hosing the bike to remove the mud!
"
