,blog
382,"  Last Christmas a work colleague found himself down at a local cycle shop purchasing his own Christmas present- a brand-new crossbike with rear pannier rack. He often rode to work in earlier years and then became interested in my touring photos. We ride fairly often on a Saturday morning so I guess it was natural I should convince him he try a weekend ride. My wife and I have visited the Mary Valley several times and I have been itching to ride it for some time. Imbil is only about 40ks from Gympie, the country is reasonably level (mostly!) so it was a logical choice I felt for a beginning ride. From memory attractions I would like to visit include following the heritage railway line Mary Valley Rattler and its sidings as much as possible; the Ammamoor State Forest where the Music Muster is held annually; visit the dam on Little Yabba Creek and camp downstream at Little Yabba at the Island Reach (telephone 07 5484 5247); the original terminus of the Mary Valley Railway is actually several kilometres south at Brooloo- and the bell bird reserve there is well worth a visit. Some good websites on Imbil are     Cooloola Regional Development Bureau's Imbil pages ;  Dennis Amor's caravan pages  also GDay Pubs site  has some great pics of Imbil.              Sunday May 9- email from John at ""Island Reach""- ""We do have a camp kitchen ... Hire canoes are still available. And the price for camping is still $5 per adult per night. Had some bike riders in a couple of weeks ago. They used our place as a ride base and rode 68 ks one day, they thought it was great..."" many thanks John and looking forward to camping there. Thursday 6 May- maps arrived from Info Centre at Kybong- excellent- plenty of detail- even if it is a cute picture type map it has all the interesting spots we are looking for and all the necessary roads- excellent. Promises to be a great weekend. Comes in brochure ""Mary Valley- Bush Behind the Beach""- ask for it at Cooloola Info Centre if you need it- 1800 number below. Great brochure. Have emailed   Island Reach Camp Ground  - seems to have camp kitchen, canoe hire etc as well as camp spots Wednesday 5 May still no email answer from Info Centre at Kybong- finally rang there on 1800 444 222- Beth was a great help and is posting an assortment of stuff- hopefully the map will have enough detail. Friday 30 April 2004- emailed  Cooloola Tourist Info  office at Matilda Kybong (business listings/tours,travel cruises/travel and tourism info centres) for maps and info"
383,"My wife wasn't overly thrilled about it;  however she was pleased to see the bike removed from the dining room where it had been parked over the last 2 days as the load was assembled and secured.  Now it only took minutes to ease the bike out the front door and park it in the drive...Dave is picking me up at 6.30am for the drive to Gympie and the ride into the Mary Valley. Only 45 minutes to wait.  Dave had first whetted my appetite for cycle touring with his trip last year   Brooweena to Tiaro . He showed me the photos and I new I wanted to do it too. In September I put a bike on lay-buy;  paid it off just after Christmas.  Next I saved up to buy knicks, water bottle mounts, riding gloves, panniers, bungee straps, bike pump.  Before Easter this year, Dave had the proposed Mary Valley trip dangled in front of my face;  I signed on with enthusiasm. 6.40am....Dave overdue......6.55am.....checking diary and morning newspaper -- times and dates correct.  7.05am,  I phone, and Dave's wife tells me he is on his way. After loading my bike onto the bike rack, Dave says he has mobile-phone business to do, so I drive his '88 Fairlane to Gympie.  As we drive, Dave fills me in on how his son is to be married in the next couple of hours in Czechoslovakia,  and how his lateness is due to attempts to phone Europe.  In Gympie,  we park the car at George's house and set about loading our bikes. About 9.45am we are finally ""on the road"".     I am in the lead as we turn onto the Mary Valley Highway, probably because I am the ""green"" one.  Leaving the city limits we ride pass houses on acreage -- large expanses of lawn with shrublined driveways.  Some people like to spend much of their leisure hours riding ride-on lawnmowers.  The Mary Valley is lush undulating farming country with light local traffic.  We ride up and down gentle grades with me huffing and puffing and Dave talking 15 to the dozen.  Soon the country opens up and we can see over dairy farms and crops to the Beenaam Range to the East.       Stopping for another drink, a car pulls over and stops.  Out gets Ted with whome we are to have morning tea at his house several K's further on.  The morning is getting old, but Dave and Ted chat for about 25 minutes. Back on the bikes we eventually come to the turn-off to Dagun. Dagun is about 300 metres from the highway,  and we can hear a banjo and whistle in the distance, as we come over the crest of a hill. The Dagun station comes in view.     A craft and produce market is underway. There is also a sign advertising wine tasting, which catches my interest.  Some locals arrive to open the goods shed and inform us that they are getting ready for the arrival of the Mary Valley Rattler, a steam driven train run by volunteers on the weekend hyperlink.  Dave gets pretty excited about the news of the train, and gets his digital camera out for its imminent arrival, leaving me to investigate the wine tasting.  The $15 port is reasonable value, so one goes into the pannier.       A local, Chris, introduces himself to us asking after our plans.  He has ridden a bike across Germany to England and up into Scotland.  He kindly offers us the chance to refill our waterbottles from his rainwater tank, which we do.  Leaving Dagun for Ted's house and morning tea, Dave's front rack collapses into his frontwheel.  Dave is wrestling it back into place when Ted and his wife Shirley  drive up.  As we were long overdue, they drove out to locate us.  The front panniers are loaded into the car, and once again we set off for Ted's and Shirley's house.  Shirley has a bowl of ""revive-the-dead"" lamb and vegetable soup ready when we arrive.  Just the thing to wash down the sandwiches that Dave has brought for us both.    Over a cup of tea, Shirley relates how the Valley used to be called the Emerald Valley as it always seems to be green.Ted and Shirley's house looks Southeast over the Mary Valley. Dave and Ted dismantle the rack on the front of Dave's bike,  and Ted offers to drop the gear it carried at the Imbil camping ground where we plan to overnight photo.      Loads re-allocated, watered and fed, Dave and I set off down hill towards Amamoor, where lo and behold, the Mary Valley Rattler is due any minute.  The Amamoor locals, like their neighbours back up the road, have a refreshment stall, this time with tea and coffee and sausages on the BBQ hoto.  It is a rare sight these days to see a loco being turned on a turntable;  a rare treat to see it done by hand, as happens here.      With the train seen off again, back on the road,  and some wonderful views to be seen over pineapple farms from the crests of hills.      As the day is getting late, and the temperature dropping as the sun drops lower in the sky, it is a mixed blessing to find that the road to Imbil is now mostly downhill -- i.e. we get there quicker, but with little need for peddling to keep us warm. It is easy to find the Island Reach Camping Ground at Imbil --cross the Yabba Creek bridge, turn left and the entry is about 80metres further on.the left.   Dave and I have about 5 acres of ground from which to choose a spot, as the other 6/7 resident vans  are huddled over in one corner.  Being adventurous, we decide to camp 3 metres from the Camp kitchen Its about this time that I discover that Dave carries his tent on his front rack, and that is in Ted's car.  The sun is down, and the temperature is too, when Ted suddenly appears out of the gloom.  The tent is erected by the light of a 3/4 moon and a torch.  Dave cooks up a couple of steaks on his portable gas burner,  and then I make one of the worst instant macaroni cheeses I have ever had.  Dave is generous in his condolences.  Following a cup of tea, the port goes down a treat.  Dave is phoning his son in Czechoslavakia at 8.00p.pm. so after phoning my answering machine (the family is out consoling themselves in my absence), I put myself to bed. The following morning Dave is up good and early.  Me?  I sleep until about 8.30a.m. Over breakfast we plan a trip to see (and hear) the bellbirds about 1.5K's south of Imbil.     .   As you do, we exchange greetings with another Camp resident, Elliott.  After breakfast, Elliott returns with his wife, Lynn, who is a Deputy Principle of a nearby secondary school photo.  About an hour and a half later after much stimulating exchange about schools. kids, touring and backgrounds, Dave and I farewell Elliott and Lynn as we all need to pack. South from Imbil is an area of native forest inhabited by bellbirds.    As we ride into the forest, we come across a sequence of signs that follow some version of human logic:       Riding back into Imbil, we spot the local station and decide to have a closer look.  Guess what -- the Mary Valley Rattler is due.  I hear a greeting and discover Elliott and Lynn sitting on a log reading the Sunday papers, also awaiting the MVR.          After seeing the MVR off again, we farewell Imbil, and setoff on the Mary Valley Highway for Gympie -- 38K's to go.        I am apprehensive about arriving in Gympie after dusk, so I am in the lead once more, and although Dave sees many interesting sights, I am uninclined to stop for long. The sun is resting on the horizon when Dave and I roll our bikes down the driveway at George's in Gympie,  and after a leisurely unpacking of bikes and donning of warmer clothes, and recounting of our trip to George, Dave drives us back to Hervey Bay to end my first taste of bicycle touring. Prologue The richness of the experience of the 2 day bicycle tour was the biggest surprise.  The fact that over the 2 days I rode a bike 80 - 90 kms (further than ever before) did not stand out as significant.  Rather, the conversations with Dave, with strangers, with the Progress Association people, and the chance to take in grand views and examine old buildings from the road -- these were the highlights. I came to 2 conclusions about cycling and hills:  unlike riding in a car, on a bicycle you can enjoy the view of both sides of the hill;  and the hill on the other side is always steeper.  Or so it seemed to these unseasoned pair of legs. Bring on the next tour!!
"
384,May the adventure begin!!
385,"     We were hardly on the road when a cyclist older than us and very fit rode past- and of course we stopped to yak. He and his wife had sold their house on the Gold Coast to tour Australia some years ago- and were now building in Gympie as they decided to settle back into suburbia again. We met him again next day on the Traveston road.     Progress was good- with improved physical condition we were riding many more hills right to the top- and in no time we were  in Dagun.         It was pleasing to see considerable refurbishments being carried out on the Dagun Railway Station. So back out to the highway and looking for the Ammamoor turn (the Dagun-Amamoor road has nasty roller-coaster hills- then again- some of the hills on the highway turn to Amamoor weren't too good either!) Amamoor is a reasonable size little town famous for the  Country Music Muster every August attracting tens of thousands of people to a huge weekend in the Amamoor State Forest.  As we rode into Amamoor I lost speed and found myself on the wrong (down camber) side of a turn- a lunge on the pedals to get  myself moving around the corner produced a noticeable wrenching sensation on the back wheel. Hmmm.        After lunch we headed out of town for Kandanga- and somehow things didn't seem right on the hills. I was really struggling to make headway- were the sandwiches THAT heavy? and something was rubbing on the back tyre. Closer inspection revealed the  back wheel was rather loose- and removing the back wheel found very loose cones and a bent axle. Errrk!! I had noticed a garage (in the old fashioned sense of the word) in Amamoor so hoping for a miracle we turned back. Couldn't pedal but at least it was  mostly downhill and I coasted back in. Bill the mechanic was helpful- but unable to do anything. A mobile windscreen repairman was working out the back- and willing to take me back to Gympie- and a quick phone call back to the LBS I had visited that  morning established the wheel could be repaired. So hiho off to Gympie we shall go.        If ever you need bike work done around Gympie- go to Pedal Power Plus in Mary St. Mark is experienced and most helpful. As he stripped the hub down he showed this newby how it all went together- and what regular maintenance is needed. Before long he had new axle and bearings in- and all at a very reasonable price. Thanks heaps mate. I started walking back around 5pm and I was hoping someone finishing work living up the Valley would pick me up. Course as  Marsh said- picture a middle-age guy in bike knicks and carrying a bike wheel trying to thumb a lift!! Needless to say the respectable middle-class middle age crew just drove past- couldn't really blame 'em. Finally a young fella driving an older Holden and towing a trailer pulled up- thanks Tom. He was pretty keen on Holdens and told me about four he owned/had  interests in. I could see some lively discussions ensuing with my Ford mad sons around the same age! Tom dropped me at the Amamoor store- and then the fun started finding Marsh. Bill had told me on the phone as I was  leaving Gympie that Marsh was taking my gear down the creek to set up camp. I was checking the creek around the picnic area not realising the creek swung around and bordered the recreation grounds near the rail bridge also. Finally someone in the  store set me right (isn't the idea of stealth camping supposed to be that no-one knows you are there?) and Marsh and I met halfway  down the rec ground road in the gloom of dusk. After all the hassle of transferring two people's gearand pitching two tents he had decided burgers were a good option for tea and I heartily agreed. Our impromptu camp spot though short on facilities (rec ground toilet block was locked) was very pleasant- camped as we were under the stars on thick grass with the lights of town several hundred yards away. Sleep wasn't long in coming- and we woke to the enjoyable sight of sun rising over the hills.
"
386,"  Mountains around and the road continuing on down to the creek. After brewing a quick cuppa we sauntered down the road to the creek. I took several pics of the steel and concrete railway bridge and the view up the creek before we ambled back for brekky and pack.        We could see the rear doors of the garage open and I set off with the wheel. In no time I was back with a working bike and we took off for Traveston. Bill had suggested taking the Amamoor-Bruce Highway road and then the Traveston road which meant only one kilometre or so of highway riding. So we faced the same hills as yesterday again- only now in reverse! As we crossed the Mary Valley highway one chap working on his ute called out to try the swimming hole just over the hill- turn left before the bridge. OK!!     Well we did- and found ourselves watching a couple in flagrante dilecto in a utility!! oops- time to turn around and hit the road again.    Shortly after the Mary River bridge we met our cycling friend again- and then this unreal hill with 12% grade up and 14% grade down. I cracked 68ks/hr  coming down that hill. Riding the Bruce Highway wasn't too traumatic with the wide shoulders and soon we turned for Traveston.        Although the road was narrow it was pleasant riding and the hills from this side were a manageable steady long pull. Cooran was only a few kilometres along and it is a very pleasant little town.       We enjoyed a good lunch at the local restaurant and I was particularly interested to see Col Sheehan's photographic work hanging around the walls. Col has a studio nearby where he produces photographic prints ranging from the work of Frank Meadow Sutcliffe of Whitby in North Yorkshire, England to prints of his own. I first ""met"" Colin via email when Net searching for ""Cooran"" some time ago.  Colin's site is well-worth checking out both for his framed photographic prints- and for Colin!!     Cooran can also pride itself on its magpies- I was repeatedly bombed by one that made a Stuka  dive bomber seem tame by comparison. It would dive screaming so loudly my ears rang and it really tried hard to get past my helmet and cap to get a piece of me!! The next leg to Pomona was also short and again mostly pleasant. The last 3ks were on the Pomona- Kin Kin Rd which was rather busy.     We soon found the Showgrounds turn and set up camp- no tables etc for a second night but there was a long power pole lying on the ground which made an excellent seat;  a wood-fired barbecue and toilet block nearby.  Marsh had his eye on Mt Cooroora on the edge of town- for decades now the annual KIng of the Mountain race sees many hopeful runners pound up and down the steep hill hopeful of winning the crown. As we climbed up this steep mountain several guys thundered past down hill- at least one of them a footballer build that made me look flimsy- must have been in training for King of the Mountain race.  I was feeling decidedly ""off"" while we were setting up camp and as we cycled to the foot of the mountain that feeling intensified. I sat down at the foot of the mountain with massive chest pains- which don't seem cardiac in origin- if I can get massive quantities of wind up the pain subsides and I suddenly come good again. I think it is early stages of hiatus hernia or something similar. After several minutes of being a total pig unabashedly belching explosively (while Marsh stared up the mountain and whistled ""Land of Hope and Glory"") the desired relief suddenly materialised and away we went.      We scrounged around for some fallen firewood and Marsh excelled himself with culinary brilliance. Pasta and sauce with bacon through it.     After a couple of days on the road a hot shower was very welcome- and probably others close by thought the same. I had made sure I had a good change of clothes packed- Marsh and I were off to the movies- silent movies!! Ron at the Majestic Theatre has been running silent movies for nearly twenty years- complete with accompaniment from a true-blue theatre pipe organ- the only one in a theatre in Queensland now. The show starts at 8am with drinks and nibblies in the foyer- then ""The Son of the Sheik""complete with organ backing- and the night finished with coffee and cake. An unforgettable experience. We were pretty tired from a big day and after a leisurely walk back to camp we slept pretty soundly.
"
387,"  Next morning we packed up and headed back to the Majestic Theatre to see Ron some more and check out the organ.         An unreal experience- after a forty year wait I finally had heard a theatre pipe organ played in a theatre to accompany a silent movie. What's more I had the chance to play one (even if I wasn't world beating!!)     Marsh finally brought me back to reality with a time call- and Ron presented me with some of his publicity pics which I greatly appreciated.  Ron's website is well worth checking out. Marsh had decided to return pretty much the way we came- except after Traveson we would take the Tandur turn along the railway line which would take us back to Matilda Servo at Kybong. Marsh had a theory that a road along a railway line would share the gradient of the railway line. Hate to say it but boy was this theory waaay off-course. The railway was levelled out with cut and fill and road followed the natural contours of the landscape!! As we reached the last hill before Kybong Marsh noticed the rear tyre rapidly deflating- and the last few hundred metres into Kybong we had to walk. As always Matilda was busy- but a cup of coffee and a bite to eat was in order before heading home. I made a quick call into the camping shop in Gympie to buy one of their lightweight sleeping bags I had seen for only $20- and then Marsh caught up on lost sleep!! The family said the traffic down that day had been appalling so I turned in at Gunalda and showed everyone an inland route from Gunalda to Tiaro including Dickabram Bridge- very scenic but Marsh slept soundly through it all.
"
388," overall Noosa bike maps page- check out ""Coastal"" for rides immediately around Noosa (eg several kilometres of bikeway along the beaches south of Noosa) and ""Hinterland"" for rides along the roads behind Noosa to such areas as Tewantin, Pomona and Booreen Point.  For the more adventurous thinking of mountain bikes or horse and hiking try the ""Noosa Trails Network"" which is more rugged using back roads and across paddocks and the like.  For tourism matters generally try  Tourism Noosa "
389,"After Melissa asked me to accompany her I had the inspiration to ride my bicycle home from the camp as long as Melissa had company from one, or both, of the nieces.  Dana twisted her ankle badly a week into her trip and had to come off trail so she opted to take the bus to the Twin Cities with her group and was able to telephone that decision to us early on.  The campers returned to camp on the 22nd  so we wouldn't know Emily's plans until we arrived at Widji.  Also we may not see Emily until the banquet and festivities that takes place at the end of these trips with friends and family who were able to be at Widji that evening.   We assumed she would accompany Melissa back to the cities and talk canoes all the way back.  Melissa had done many years of these trips including a  several weeks in the Canadian Northwest Territories following rivers to Hudson Bay.  If Emily and Dana chose to return to the cities on the bus leaving Melissa alone I would return with Melissa.  Emily and Dana stay at Grandpa and Grandma Stockwell's home in St. Paul before and after camp Widji as both have out of state homes. So in anticipation of the bike ride I brought my Trek 7500, BOB trailer, and probably too much gear for the 300 mile trip.  The trip was exciting to plan but the reality was not so exciting as the day of departure from Widji arrived.  My mind was full of hours on a bike with headwinds, hills, rain, it's slow, can be lonely, sweat, no bed, bad coffee, & missing Mary (wife).  And a ride home in the truck does have some attraction.  Even the night before the ride I was undecided until the campers, as part of the evening program, were invited to talk about their experiences on trail.  The campers talked of self confidence in themselves from just doing it.  Last year's 14 day tour of northeast Minnesota was my first unsupported ride that also came down to 'just do it'.  So it was the young people who inspired (shamed?) me to get over it and bike! So, the adventure begins  ..
"
390,"Every piece of water (river, lake, pond, bog) is a low spot.  In other words, up and down, up and down, for 40 miles.  No hill was long, nor as steep as Echo Trail from Widji, but with a 25 to 30mph headwind and many pounds of gear - it was work.  The weight of your gear is obvious and the parachute effect can be substantial - panniers, trailer, tent and sleeping bag, and yeah, the wide biker.  Can't complain about Earl; there is no wind resistance - he is as flat as road kill.  There was enough wind to require me to pedal downhill.  Hwy. 1 is well worth the trials as it is a lovely scenic road with many places and reasons to stop and be a tourist.  This section was the most difficult of the trip.    There are no shoulders, but as I have discovered the last few years, motorists of all sizes treat bicycles with respect.  On one hill a large truck followed me until there was room to pass; no shoulder, and oncoming traffic kept him right behind me.  I would love to have taken a photo through my rear view mirror as all I saw was the grill and part of the bumper, and with the big diesel engine rattling away - awesome! If I stopped suddenly or fell over I would probably be as flat as Earl. One longer hill with a blind corner that hid the top of the hill had me stop part way up to allow the traffic to pass. One good turn for another. Time in the saddle isn't all romance and adventure.  Bike touring for me is not  boring but sometimes time drags by uneventfully.  It is not long before one tree begins to look much the same as any other and the silence isn't all it's cracked up to be.  Sorry about that environmentalists.  Give me a boom box, aarrrgghhh!  (sounds like Howard Dean)  I really need to find a weatherproof bicycle radio. Fortunately my traveling companion was Earl the Dead Kitty, but being dead, he wasn't much for talking.   The upside was Earl didn't eat and I didn't need a litter box.  The tent and sleeping bag were inside a contractors trash bag strapped to the top of the BOB trailer giving Earl a comfortable riding and listening position.  I began to question my sanity when I found myself talking to Earl about the $*?\+@> wind in my face, and making comments and observations to him.   Earl was given to me by my son Derek, oh, 12 or more years ago.  It's hard to remember exactly as Earl isn't one to be noticed much.  I mean, no food, water, litter box, and he doesn't whine to go outside.  I do occasionally find him sunning himself on the loveseat in our south facing bay window.  The other cats hiss at him to leave the prized place in the sun but being dead he doesn't react much.  Only PsychoKitty takes advantage of the situation by using Earl as a soft pillow.  Earl has a decidedly perverse sense of humour as he has been known to lie in the curve of our long drive when we are expecting company.  This is incredibly effective to startle the car driver as the headlights pick up Earl's prone position at the last minute.  Over the years of cycling I have heard from unenlightened individuals with mullet hair cuts, reversed ball caps, and bad teeth that bicycles have no right on the roads because we don't pay road tax.  We benefit from the nice roads, campgrounds, parks, and facilities, provided by others is the argument.  Well, not exactly true is it?  I pay my share of taxes through my motor vehicles, income, sales taxes, and property taxes (& etc.!).  This thought process moves into pondering about the 'Adventure' of bicycling on paved roads (most of the time), where there is water, food, and shelter available.  It is definitely possible to have an Adventure if equipment fails, or I suffer a personal injury through accident or illness.  But come on, is this really dangerous?  Were the early explorers of this area more heroic?  Well, yes, actually they were!  But the voyageurs, missionaries and settlers must have had some help from friendly Americans.  I'm going to assume that food and shelter, tho' more difficult than now, were available.  So, I too, take advantage of the 'natural' world in a more modern America.  Widji's canoe campers too, had maps, designated campsites, and access to emergency help if needed, but yes, there is certainly Adventure.  Ever try to paddle a canoe against the wind?  Portage a 17 foot canoe, 60 or 70 pounds dead weight (food & gear) for 100 yards or a mile or more?  What if I swamp?  What if it is raining and we eat cold food?  Big storms?  Mosquitoes and flies?  What if I am homesick?  Oh yeah, Adventure.  So with profound thoughts and Earl keeping me company I pedal on. In planning a route for this trip I had two options.  I could stay on Hwy. 1 south to Hwy 61 or I could turn southwest onto county road 2 that would take me    more directly to Two Harbors.  Hwy 1 would be on a familiar road as I biked it last year going north as far as Cty 2 where I caught a ride from there to Ely.  Only after biking a road may one know the details well!  Wildhurst near Finland is a very nice campground with a super host/owner that I stayed in on last years ride.  Finland has a grocery store and there are 3 or 4 campgrounds near, or on, Hwy 61.  There is comfort knowing where you will spend the night and a shower is nice too.  However it would still be into the wind and Two Harbors/Duluth would take an extra day instead of one if I traveled Cty 2.   A wind will dehydrate me quickly and I ran out of water some miles before the intersection of Hwy. 1 and Cty. 2.  There are 2 homes and a roadhouse (closed) at this location.  There was someone home at one house and I was able to have my water bottles filled.   At the intersection was a state rest stop with only a pit toilet - no water and no picnic table.  I huddled in the lee of the 'facilities' for a lunch of peanut butter on tortillas.  I have discovered the hard way, of course, that you can crush regular sandwich bread but not tortillas.  It's crummy peanut butter compared to the natural pb I prefer but it doesn't need refrigeration and it comes in a plastic jar.  I also telephoned Mary on my cell phone (Adventure?) to let her know that I am taking Cty. 2 to Two Harbors (way too many toos).   Cty. 2 moved the wind more to the left shoulder which was an important reason for the decision.  Both Hwy 1 from here to Hwy. 61 and Cty. 2 are long rolling terrain which makes for nice bicycling.  I much more prefer roads and I'm not  fond of converted railroad rights of way - multi-purpose trails - as they are way flat which puts constant pressure on my butt and hands.  The wind moved around as does the direction of the road so there was still enough headwind for a demanding ride.  As I approached Two Harbors the road straightened out and  the final 12 miles was new pavement.  Joy!  The smoother the pavement the less friction.  The last few miles to Two Harbors was downhill too!  Am I living right or what?  That kind of finish to a long day in the saddle makes any hardship disappear.  Lake Superior was off in the distance for a long time and such a vista is unusual in the Midwest unless you count miles and miles and miles of straight road lined alternately with corn and soybean as 'vista'.      I camped at the city campground near the corner of Cty. 2 and Hwy 61 ending a 75 mile day.  I considered going a few more miles but could not get a firm answer to possible camping ahead.  When you are on a bike you had best take the available when it is presented.  I have learned (the hard way of course) that there is a big difference between car miles and bike miles.  'Just up the road' can be a long way indeed.               I placed my tent near the main road through the campground with my bike and trailer visible.  Who needs TV when you can talk to your fellow travelers?  A bonus was a large patch of raspberries behind my tent that attracted a number of children; some were shy but many were very talkative!  The world is full of great people, indeed.  Off to bed to read for a while and dream of tail winds and downhills."
391,"It was raining slightly as I left Two Harbors at 7:30a.m.  I planned to ride the scenic highway between Two Harbors and Duluth.  I noted for future Adventures that there are campgrounds for only a couple of miles beyond Two Harbors on Old Hwy. 61 the Scenic Drive.  The drizzle stopped early but remained overcast which is ideal biking weather.  I had burned my lower lip yesterday, even with sunblock chapstik, and not for the first time either.  Kinda gross when the lips begin to peel.  Hwy. 61 from Duluth to Grand Marais (that's as far as I have been)is never far from Lake Superior.  Bicycling beside the big lake is interesting as you pass a section of road with no trees between you and the lake the air temperature drops significantly enough to consider frost bite!  Seagulls and a rocky shoreline remind me of the east and west coast.  The lake is large enough for the far shore to be unseen and is COLD!      At Knife River, which is near to half way to Duluth, the amount of new home construction was obvious.  The wilderness shrinks.  I must admit tho' that I would buy up here and then lobby for no more construction of course. East Duluth was busy and the shoulders were narrow and debris covered.  I am  thankful for no flat tires and the forethought to have purchased two new Kevlar lined (spendy) tires a few days before I left for this trip.  Once onto Londin Road beyond the access to Interstate 35 the traffic almost disappeared.  Biking through downtown Duluth was fun as you are slow enough to sightsee.  A bank thermometer at 10:30a.m. displayed 51 degrees.  I stopped at 'Jitters' Coffee Shop to get directions to the Duluth end of the Willard Munger Trail and have a nice latte instead of the instant coffee I punish myself with when on the road.  I usually buy something when I stop for water so bike tourers aren't  perceived as freeloaders.  After enjoying real coffee off I go to find Willard Munger (and his son hee, hee). Riding through Duluth was a fun part of the ride.  Duluth is not so big that bicycling is dangerous nor does it appear so.  Even in this lower elevation part of Duluth the city is one of big views of Lake Superior, the harbour, industry, and rocky bluffs.  As I moved into West Duluth I encountered light industry showcasing architecture spanning all the years of the cities history and thoroughly enjoyed myself.  The roads and some buildings could use a face lift but it was so much like the Hamilton Ontario of my pre-teen years I gave myself up to full Nostalgia.  I missed a turn or two but who cares?  It's all part of The Adventure.        Onto the Trail and biking between rocks billions of years old to Carlton Minnesota 16 miles up the trail. I took a break in Carlton and guess who I meet?  Willard Munger's Son!  We had a nice chat and shared our ride stories.  Much fun.     
Show links to this
Hide links to this
  
  I was so engrossed in the moment I forgot to fill my water bottles.  From here on tho' towns are 5 or 6 miles apart so no problem.  After 85 miles I camp at the Moose Lake City Park.
"
392,"  Earl needed to be protected from the mist as did my eyeglasses which needed to come off.  The air was so saturated water drops formed on my leading edges.  For the first time in a long while I removed my helmet and only used my sweatband. The helmet vents were acting like a rain trap and funneling the water down my neck and face. I was thankful to be on a trail after Monday's wind and not being able to see much detail without my eyeglasses was not a problem.  All I needed to do was follow the car free, hazard free, hill free, wind free, asphalt trail (the weird thought of yellow bricks?).  I came upon several people out walking their dogs and one lone, loaded bike tourer heading north.   I arrived in Willow River at 8a.m. just as their mercantile was opening and finally Earl was noticed.  The owner of the store laughed at the appropriateness of road kill on a road trip and went on to say that his son attending college in Montana has a life size Scooby Doo that travels with him on his drive between home and college.  Made perfect sense to him.  And I didn't forget my coffee. Hinkley is the southern end of the Willard Munger Trail but I found Old Hwy 61 is mostly straight and in good repair with brand new asphalt for several miles into Pine City  oh so smooth.  I just did not want peanut butter again so I stopped at a DQ for a chile dog & onion rings before leaving Pine City.  Poor choice of cycling food (burp). The sun broke through about noon but so did the winds (headwind of course), but there's not much in the way of hills.  But what can you do?  I keep on pedaling and enjoy the moment. I had planned to stop around North Branch for the night, and began looking for a campground long before then.  At water stops I asked for information on possible campgrounds up ahead but struck out.  In Harris I was greeted by a fabulous smile just for asking for water!  In North Branch I stopped at a Real Estate office to inquire about campsites and wouldn't you know it the fellow was brand new and couldn't help. Once at North Branch I kept on going, and going, and going, eventually passing the Energizer Bunny.  Looking for a place to spend the night is like searching for the Holy Grail. When do you stop looking?  Rest could be over the next hill, town, or empty field.  I haven't yet experienced a night in a farmers front yard, cemetery or church yard and the closer I came to the cities the less appealing those options became. Perhaps we have become accustomed to the distances that can be covered by the automobile and with Minneapolis and St. Paul so automobile close, and mere minutes away, there is not much need for campgrounds near to these major cities.  I decided to go a little out of the way towards Lindstrom and it's lakes hoping for a place to stay and then on to Chisago City where I was planning to pick up Manning Trail (a road, not a bike trail).  My luck held and the road was torn up (no one knew how long) and with no knowledge of a place to spend the night.  I had planned to ride this section on the next day - Thursday - after spending the night near North Branch 20 miles back.  I recall that a town a few miles off Manning Trail, Scandia, had a city park but was not sure that there was camping in the park and even that was a dozen or so more miles (Holy Grail....when do you stop?).  It doesn't take many bike miles to put a destination out of reach.   Some folks at a convenience store - the same ones who told me about the road construction - suggested moving on to Forest Lake nine miles further.  Bad decision Ian.  I was prepared to push my loaded bike over the road construction but the thought of spending the night off the road, this close to urbanization, was not a pleasant thought so off to possible rest and shower in Forest Lake.  Oh, ugliness; Forest Lake is fast becoming another suburb of the Twin Cities with franchises and the internal combustion engine.  Should have tried for Scandia!      In Forest Lake there was a choice between two very unattractive motels in  town - even for a sweaty, hungry cyclist, or two posh hotels on Interstate 35.  What to do?  Home is still 40 or perhaps 50 miles and I now had 90 miles under my tires.  Surprisingly, I felt good enough to seriously consider the extra miles but decided to call my wife Mary.  It was just before 5p.m. and she said she would pick me up as soon as she got off work!   I gave Mary directions to the Super America near the Interstate and promptly crossed the road to a Perkins for pie, ice cream, and raspberry iced tea.  Ride over. So, why do this you ask?  I think the physical challenge is most important.  The sense of exploration and Adventure satisfies immensely.  I could meet as many people at the overnights traveling comfortably by car or RV but I would miss the people opportunities along the way as water and food stops are absolutely essential.  Something new, interesting, and a little bit scary is important too.  And perhaps really most important at this time I have an interest in things with wheels powered by people and this is merely one aspect of that interest.  So this whole interest is one of life's chance directions?  Being in the elements (wind, rain, sun), the smells, and 'feel of the land' is important too, part of the experience.  Each to our own, I guess!   "
