,blog
179,"The weather  Generally good warm to hot settled weather through most of the summer and certainly a whole lot better then what is the norm for a British summer. A good enough reason in itself to go across the Channel. The countryside Such a wide variety of scenery from pastoral countryside to high mountains and most things in between. You are spoilt for choice.  The food (and the wine) Need we say anymore on this subject. Time and time again we have had what appear to be simple dishes which because of the herbs, sauces and the general overall quality of preparation turn out anything but ordinary. Yes, you can be dissappointed now and then but this tends to be a rarity.  The cycling Lots of lots of quiet roads to choose from with small villages and an appropriate cafe appearing at suitable intervals for that coffee break.A great appreciation of cyclists and cycling as a sport from the French public which includes the majority of French drivers(unlike their UK counterparts.  And additionally in our case.. As members of FFCT(the French Cycletourist organisation)we are collecting stamps on cards from designated places throughout France. These are called BPF(Brevet Provinces Francaise) of which their are 540 (6 in each of 90 departments). During our last trip in June we concentrated on the departments around Paris. This trip has 3 main purposes 1 - Collect stamps for the departments in Brittany and other Western France departments. We have got some of them from previous visits but we are out to complete a number of cards. 2 - Attend the yearly Semaine Federal cycling festival which this year is being held in Quimper in western Brittany for a week from August 3rd. 3 - Enjoy ourselves! Hope you enjoy the travelogue
"
180,"Down at the ferry terminal there were about 30 cyclists boarding for the 23:30hrs overnight sailing to Roscoff...we're off
"
181," 
We then rode down le Conquet 15kms away on the coast for a BPF stamp for the nearby lighthouse; the panoramic views and the abbey ruins. We liked this spot; very distinctive stone houses in the village, unique in France to Brittany. They reminded us of houses in western Scotland. A good number of local cyclists out today and when we got back there were other cycle tourists camped; we saw the French bearded guy again at the Semaine Federal. The lack of the sleep on the overnight ferry meant was having an effect so we were in bed by 22:00hrs; fell asleep straight away and woke up 10hrs later.
"
182,  
183,  
184," 
People using the netting on the nearby hammer/discus throwing area as washing lines; more people arriving; tents going up; getting more crowded. We were camped in the grounds of the town's football/athletics stadium, a short walk from the permanence. There were a number of other campsites scattered around the town as well as all forms of other accommodation. The estimate of people attending the rally was anywhere between 12,000-15,000. Down to the permanence for the evening meal at 19:30hrs; huge queues(which is normal for the first Sunday of the rally). There were feeding about 2,500 of us tonight. Only the French could do something like this and also make an excellent job of it - the food was good and hot and there was all the wine(red & rose), cider and water that you could drink. Bed and contented by 22:30hrs - looking forward to the rest of the week.
"
185," 
On leaving my tyre suddenly blew with a loud bang; replaced the inner tube; pumped it back up; it blew again, just as impressively. Found a split in the sidewall; the tyre was useless and I had no spare. Bike shop in town was shut for lunch. Luckily Mike & Sheila turned up; they had a spare with them-all sorted. More pleasant coastal scenery around the larger tourist place of Benodet. We had a short stop at another welcome place at Pleuven after 95kms before getting back to the campsite by 17:00hrs. Shower, rest and then across to the permanence for another good evening meal before returning to the campsite bar(run by local volunteers) for a late evening's chat with a whole bunch of other Brits, and a few beers as well.
"
186," 
The breeze was more helpful on the return as we returned via the larger seaside town of Douarnenez; another acceuil (welcome) place. We had a coffee/cake stop in a bar here to help us get over the hills on the final leg. Back to the campsite by 17:30hrs and then the normal evening routine of shower, rest, down to the permanence bar for a pre-evening meal beer. Evening meal, wine, cider and a wobble back to the tent!
"
187," 
Had an excellent 8.40 euros lunch in a restaurant near the permanence which we wandered around later. Jo bought some Shimano cycling sandals(I was to buy some a day later). These were to prove an excellent investment over the coming weeks; especially for me as my cherished Sidi shoes were slowly disintegrating. I dumped them(with dignity) in a bin when we left the festival. Listened to a Bretagne band whilst downing the local cider(this was becoming our favorite tipple) before going to the evening meal. Mike & Sheila went to the late evening band/dancing event with some free tickets (they returned about midnight). We were fast asleep by then.
"
188,"   
I had trouble with a slipping gear cable on the return; there were repair facilities at the permanence and the guy there replaced the cable and set it up correctly for 5 euros. Never had more bother with it for the rest of the trip. Heavy rain in the evening as we went into our cider, evening meal routine. Not a night for sitting around the campsite bar so it was straight back to the tent.
"
189,  
190,  
191,"   
There were also regional and cycling club flags and a whole variety of other guises, decorated bicycles etc etc.The Brits made an effort and had their flags and a few bowler hats. Then we all slowly make our way around the town centre saying our goodbyes to the spectators by the roadside; singing songs, various instruments being blown and generally making a whole lot of noise. When that is all over the next highlight of the day is the farewell meal; all changed and into the bar and then by 13:00hrs we (2,500 of us) are all queueing up in the pouring rain. But once inside the fun starts; we didn't finish the superb meal (and all the drink) until 16:00hrs. A real noisy affair with different groups springing into song and people gnerally having a great time.And so endth another Semaine Federal(our fourth). We shall be back again next year at Aurillac in the Massif Central region.
"
192,
193," 
We found a track (part of a MTB trail) that took us across the river below the barrage and then onto minor, quiet roads which we followed back to Guemene via St Aignan. Note: France has very quickly developed (and is continuing to do so) a comprehensive system of MTB trails (or VTT: Velo Tout Terrain, as they call them here) throughout the countryside. Back at Guemene we had a welcome beer, bought some food for tea before retreating to the campsite for a shower and a rest in the shade. The washing was nice and dry.
"
194," 
The background to this is that a local labourer saw a vision of the Virgin Mary from 1623-25. The Pope visited here in 1996. Visited the supermarket in Auray to stock up on food; it' a national holiday tomorrow and we were unsure of shop opening times. Busy roads to get away from Auray. Found a nice quiet campsite near Ploemel and had the tent up and drinking a cup of tea before 17:00hrs. Two other cycle tourists there and a swiss lad on a recumbent turned up later. Dark by 22:00hrs so bedtime.
"
195," 
The only thing that spoiled it was the amount of campervans parked everywhere; there were hundreds of them. Followed the road round and into the pretty little harbour village of Pontivy. Note: Breton houses tend to have predominantly dark blue coloured window shutters as opposed to Provence ones that are light blue. After Pontivy it was the main road again and a dash back to the peace and quiet of the campsite and a bottle of local cider from the camp shop and then a relaxing time for the rest of the day. We didn't need to go anywhere as we had enough food for tea.
"
196," 
Hotter weather and we still had more ups and downs on our way to Malestroit. A French cyclist stopped to talk to us; he had spotted the Semaine Federal badges we still had attached to our bikes; he had been there as well. Followed the Brest-Nantes canal for the last few kms into Malestroit; another pretty mediaeval village and with a nice campsite nearby as well. We much preferred this place to Josselin. There was a evening concert in the village square so on a warm summer's evening we had a pleasant time drinking beers and listening to an English folk group (don't ask, we have no idea why) until late.
"
197,  
198,  
199," 
We carried on through St Brevin les Pins and onto St Pere-en-Retz and a supermarket shop for some lunch. Got chatting to a French foursome who had also been to the Semaine Federal. Keeping the badges on the bikes has proved to be a good conversation starter. We got to the pretty port of Pornic by 14:00hrs (BPF stamp for the port and chateau); had a rest by the harbour here and then a coffee before departing. Sun out now and a backwind and eventually some quiet roads as well.Huge church in the small village of St Lumine de Coulais(seemed out of all proportion to the size of the village). Got to St Philbert de Grand Lieu by 16:30hrs and although there was a campsite here we had decided that we were going to have a hotel stop tonight. We hadn't slept in a proper bed for nearly 3 weeks. Good meal of duck in the restaurant and the bed was comfy as well.   "
200," 
More quiet minor roads through Vallet and Landemont and onto Champtoceaux for good coffee stop; and a BPF stamp(for panoramic view; chateau ruins and church). There were 2 dutch girl cycle tourists here going the other way. We got into Ancenis on the banks of the Loire by 15:30hrs. Good municipal campsite. Had a wander into town later to buy some food. A cool evening. We were back in the Loire valley after only being 100kms or so further up the river in June last.
"
201,  
202,  
203," 
Decided  stop at St Varent; good small municipal site with only 2 local vans on it. An English caravanning couple turned up later who we had a good chat with. Getting dark by 21:30hrs now.
"
204," 
Some short climbs to follow but nothing too serious and we got to Parthenay by 14:00hrs. Once again in the old part we had cobbled streets; old buildings; entrance portal. We got a BPF stamp at the tourist office for all of this and directions to the municipal campsite as well. Had a beer in a bar and a visit to the supermarket for some food for tea before heading to the campsite. The campsite warden was celebrating his birthday.
"
205," 
Had our lunch back at the tent before setting off for the short journey to Colin & Jill's house(they moved to France from the UK a year ago). A very pleasant time for the rest of the day catching up with what they have been doing and how life in France was treating them. Quite a number of other Brits in the area including the owner of a cycle shop not far from our Leeds home who has a second home nearby. By the time we had drunk our pastis aperitifs; had the evening meal with wine,an after dinner brandy and chatted it was 01:00hrs in the morning. Slept like logs.
"
206,
207,
208,  
209," 
On the road towards Montbrun there were occasionally groups of people stood by the roadside then we saw police motorcyclists and then traffic being stopped or diverted. There was a cycle race due through. it turned out to be a stage of the Tour de Poitou-Charente 5 day race; a professional race. It had just started out from Montbrun; we stopped by the roadside to watch them go through and try and spot some familiar faces; one our favourite riders Andrea Tafi from Italy was at the front. We continued into Montbrun and had our lunch on a bench near the stage start which they were dismantling ready to move onto the next stage start place. After Montbrun the climbing started; we were moving into higher country now; up to 3-400 metres; lots of forested/woodland areas with scattered farms. Into the small town of Piegut-Pluviers by 15:00hrs and to the small municipal site. There was nobody else there; the warden came later to collect his money. Some clothes washing, a walk around the village, a beer and some shopping and a quiet night after the nearby dogs had stopped barking.
  "
210,  
211," 
The ride today was more up and down work but didn't feel anything like as hard as yesterday as we had no baggage this time. Had a chat with the Swiss cyclist lad who was in France for 3 months before he returned to complete his national service. There was a Dutch cycling couple at the other end of the site.
"
212," 
Charroux was our lunch stop place and another BPF stamp - for it's 11thC abbey & wooden market hall - a nice spot. Had our lunch on a bench by the tower of the ruined abbey and as soon as we vacated it a French family took it over; they must have been hiding, waiting for us to finish, they seemed to spring from nowhere. 
  
More quiet roads, but a troublesome wind at times, to Sommieres-du-Clain, the campsite here was shut, so we had a drink in the bar to consider Plan B. St Secondin 12kms away was the answer and we were there before 16:00hrs. A very quiet place, only one caravan on site and no warden appeared at all and there was no notice to advise you what to do, so it didn't cost us anything. Good job we had some food as there was only a bar in the village and it didn't serve food.
"
213,  
214," 
We then 'raced' (well it felt like it) for 25kms on a quiet easy road into Lussac-les-Chateau for our last BPF stamp of the holiday (for it's roman church, caverns, and monument).  Does the last stamp signify the end of the holiday?; the dead sunflowers we passed also seemed to be saying it's the end of the season. We took the direct route back up the Vienne valley to Sauvigny. The batteries in the torch gave up as well - it must be time to go home now.
"
215,
216," 
We just wandered slowly around; had a coffee in the sunshine; a simple lunch. Stopped off on the way back to look around the Decathlon sports outlet; bought a few bits. These stores, scattered throughout France, cover all major sports and generally offer very good value (certainly compared to UK prices). After a shower and rest we packed up and left the campsite around 19:00hrs to cycle to the coach pick up area.We had been across earlier in the day to check out exactly where it was. There were restaurants nearby so we took our time over dinner to avoid hanging around in the dark. There was another couple catching the coach (only lived 30kms from us) so we had a chat about each other's trip before the coach arrived on time. Bikes on the trailer; bodies on the coach and 18hours later we riding away for the last 20kms to home (in the pouring rain!) and the complete end to the trip.
"
217,"Weatherwise we got a bit of a mixed bag during the Semaine Federal week but then the Brittany region does tend to get more rain than the rest of France so we should have expected that to some extent. Once away from those western reaches the weather was always warmer and a lot drier. Scenically we got lots of variety, nothing as impressive as the mountainous areas or the variety that you get further south but generally pleasing to the eye. A lot of the roads and villages were new to us; that to us is one of the joys of cycling in a new area; you just don't know what is around the next corner. What we found especially interesting was the changing architecture as we moved through the different departments; from the style and construction materials used for the village houses to the very distinctive differences between the churches in the different areas.   On a coffee level (a significant factor for us) the Brittany region came out tops. We drink 'grand cremes' (large coffee and hot milk); the majority of cafes here gave us exactly that, some with the milk in a separate container. Some of the other areas were not as good and a few cafes were hopeless.Unfortunately Brittany was also the hilliest area by far; short steep ones to slowly sap your strength over the day; especially with loaded bikes. Fitnesswise; well we were both fitter but we didn't lose any weight(would like to hear from any cycle tourist who has lost weight on a trip); especially if they have been to France with all it's delicious food. Our legs were very leaden when we we got back and didn't have any zip in them; that's common if you have been lugging heavy gear around, you tend to have 'single speed' legs only. It took a few rides on our lighter bikes before we noticed any improvement.  One of the major aims of the trip was collecting more BPF stamps; we managed another 34 and completed all 6 stamps for a few more departments. We only have 84 more to get now(out of 540) so we will have to return to France again next summer.....any old excuse will do.
"
218,"Getting some early summer warm weather in. The spring weather in the UK was, as usual, not that warm or dry and after being away for 3 months tramping in New Zealand away from our winter weather we were keen to get some quality cycling miles in as well as keep our bodies warm! The other aim was to collect more BPF (Brevet des Provinces Francaises) stamps on our cards - what are these we hear you ask. Well, the FFCT (French cycle tourist organisation) run this scheme, you have to be a FFCT member to take part. The 90 French departments have 6 designated locations in each. These are either of historical, religious or tourist signifance e.g old churches, chateaux, important or picturesque villages, viewpoints, etc etc. You are required to get a stamp on a provided card for each of these sites- all 540 of them is the final aim.  We still have over a 100 to get! We were flying from our local airport to Paris(the quickest and cheapest way to get to and from France for us) and then would  be cycling in a rough circle heading in a general southerly direction first. The very nature of where the BPF places were would mean a lot of wandering about, but isn't that one of the joys of cycle touring. This stamp collecting also gives the tour a purpose as well as introducing us to yet more unique places in France. We make no apologies to the references to the football World Cup, this occupied most of the French populations minds as well as ours(well perhaps not so much Jo's). It only happens every 4years so please bear with us on this, well me really. We have a website that has travelogues of other cycling & walking trips to France, New Zealand , Nepal and a 'tourist' trip to India. If you are remotely interested than go to www.whitneys.info   "
219,
220,  
221," 
Campsite here but we decided to carry on (big mistake). We spent the next 2+ hours trying to find somewhere as we followed the Seine valley on some busy roads; one possible place was closed  but by 17:00hrs we got to Moret-s-Loing and an excellent site just outside town. Our evening meal was a two superb pork chops and haricots verts bought earlier with some chips from the campsite takeaway. All's well that ends well."
222, 
223,
224,  
225,
226,    
227," 
Unfortunately no café open; at Chaon further on there was a bar/tabac but when the owner eventually paid attention to us he said he had run out of coffee(can you believe that!). No café at Pierrefitte and when we got to Souesmes further on it was lunchtime; there was no menu du jour at the local restaurant so we had a picnic lunch in the square instead. More delightful riding brought us to Nancay but the café did not open until 17:00hrs and at Vouzeron further on the café was shut on Thursdays(guess what - it was Thursday!). Eventually got our coffee at Mehun-s-Yevre and also a BPF stamp: 11-12thC  church; clock tower; chateau ruins.Cafés were open here but the municipal campsite was closed. The Tourist Office directed us to another one 10kms away and a nice quiet one it was too. A very pleasant cycling day even though we didn't get our coffees when we wanted them.    "
228," 
It was hot now and Chateauroux came at the right time. Large municipal campsite near the centre of town and time for some proper clothes washing - in a machine.  There was a local fair on which had loud dance music in the evening but everything quietened down before midnight and we had a good nights sleep."
229,
230,
231,  
232,
233,  
234," 
Climbed over to Amboise in the Loire valley proper and a lunchtime meal in a recently opened Spanish restaurant (in France! and we had Spaghetti Bolognaise!). 
  
The next stop along more quiet roads was Chateau Renault for another BPF stamp: 12thC chateau and 16thC church - a lovely central part to this town on the hill . The PMU bar here was crowded out (they were all watching France against Uruguay in a crucial World Cup match) so we went into the faded bar opposite - 2 old blokes propping the bar up and the bar owner sat in his kitchen preparing his evening meal - he only came out to serve you. Rode to Montoire via Lavardin  - with a plaque outside the village saying it is one of France's prettiest villages. Well it was very nice and the chateau ruins on the hills above added to it's charm. Pitched up and settled down by 17:00hrs with a pleasant evening to relax in."
235,  
236," 
More 'houses in the rock' at Les Roches l'Eveque and then a climb out of the valley and some ups and downs onto Epuisay and our coffee stop. Two little sisters running around the bar laughing and playing; the older one sat on a bar stool next to a bloke with his bum  hanging out of his jeans; the younger cheeky one noticed the bloke's bum and started to point and hold her other hand to her mouth and was sorely tempted to give his bum a nudge - get the picture. The little girl had such a mischievous look on her face. We were doubled up; Jo had to go hide in the toilet to avoid collapsing. There were some good long distance views as we continued to Mondoubleau for a BPF stamp: sloping tower ruins. An excellent lunch at the Hotel de la Gare just outside town - perhaps a bit too much food; the menu also included wine so the first few hills after were hard work - the legs felt a bit wobbly. The hills continued through Montmirail: BPF stamp for chateau and the panoramic view and then onto Authon-en-Perche; bought some food first in the village as the campsite was 1km outside. Some noise from the nearby motorway but we quickly forget that and sleep was no problem."
237," 
This place is twinned with Coniston in the English Lake District - the connection being Marcel Proust and John Ruskin. Had our picnic lunch on a stone bench by the church at Meslay-le-Grenet; saw a sign here saying:  100metres - 15thC murals and 'danse macabre' but could we find  them, could we heckers like; there was no another sign at all. Heavy rain cloud as we approached Chartres, but luckily it missed us - just!. We splashed through the remaining pools of water later on. Two other cycle tourists coming the other way; they were going to find it tough into the headwind that had been our  tailwind. Into Chartres and the campsite by early afternoon; pitched the tent and after a wash had a walk into town and a look around the very, very impressive Chartres cathedral (we have been here before many years ago, but it still impressed us). Started to rain, dived into a bar and later dived into a restaurant for some food - but just an average meal unfortunately. Sometimes that can be the case in a 'tourist' area. Back to the tent and more rain by 20:30hrs."
238," 
More valley riding down to Gallardon(this time the Voise valley) and another BPF stamp: chateau,church, and old houses. More tailwind riding across open farmland and then an increasingly busy road into Rambouillet  and a large campsite 2kms outside on the edge of Rambouillet forest by a lake: a pretty location. Supposed to be 50kms of cycle paths around here. Jo's stomach still not so good  so we rested the remainder of the  afternoon in pleasant warm sunny weather."
239," Took the direct route back to Rambouillet, one particularly pretty wooded section near Cernay.  A beer at the campsite on my return; we returned to the campsite restaurant  in the evening for a pizza  - Jo was feeling better."
240,  
241,
242,  
243,
244,  
245," 
Needed a bar now for a Perrier but couldn't find one. Into Henonville by 14:00hrs which according to our details had a campsite but it needed any enquiry at the local garage to find it. Naturally, it was at the top of a hill! Nice chateau in Henonville. Stifling  heat so we didn't move much for the rest of day and we had enough food and some wine for our evening meal, so we didn't have to! Sometimes just resting and relaxing can be so enjoyable."
246," 
There was one bumpy cobbled road section here which we walked. Quieter roads brought us to Senlis and with it being the last night we wanted a hotel, but unfortunately the three we tried were full and the 4th did not open until 18:00hrs so we went to the Tourist Office and they found us an excellent chambres d'hote place. Had a walk around the old part of town later, cobbled streets, cathedral and some other interesting buildings. Returned later for our evening meal."
247,
248,
249,"Varredes nr Meaux: Large site with mainly statics. Heated shower/toilet block. Swimming pool. 1km from village with bar & shop. Some shade. Good showers. A rip off place though at  25euros. Stay away. Provins: Municipal site; 2km up hill out of town. All facilities in town. Small number of shower/toilet facilities; could be a problem if busy. Some shade. Showers ok. Good ground & quiet. 8euros. Moret-s-Loing: Camping le Lido 2kms outside near river. Number of holiday units here, mainly used by British people. Marked pitches; good shade. Showers not that hot. Bar and simple takeaway on site. Machine washers & dryers. 10euros. Good site. Boulancourt: in small village with a bar & boulangerie. Good open ground with some shade; number of statics. Site open all year. Newish shower/toilet facilities; showers ok. Washing machine. 10euros. Montargis: Les Hotel Dorele; 2star  0.5km from town centre. Business type hotel. 43euros(cheaper at weekends) for room with shower/w.c/tv. Good buffet breakfast for 6 euros(for 2). Bikes went in basement. No restaurant; some nearby. Sully-s-Loire: Municipal site by river. Very little shade. Sandy ground, a bit rough. Short walk into town with all facilities. Showers ok. Some road noise. An average site. 6 euros. Preuilly, nr Mehun-s-Yevre: Site by river, a short walk from village with restaurant & boulangerie. Small number of site facilities. Ground could be bad in wet weather. Lots of shade & quiet. 6 euros. Chateauroux: Large municipal site near town centre. Good site facilities; lots of shade. Good showers. Washing machine & dryer. Short walk to supermarket/bars/restaurants. 6.50euros.  Cormery: Hotel les Pecheraie; 2 star. 42 euros for room with shower/w.c/tv. Garage for bikes. Double glazed windows but would be difficult to keep the room cool and avoid road noise even with the outside shutters. Just an o.k breakfast for 6 euros. Veigne: Dutch owned site on edge of village with bar/restaurant/shops. Newish facilities, showers ok. Washing machine. Snack bar. Some static holiday tents. Some road noise. Good ground. 10 euros. Montoire-s-Loir: Large site by river a short walk from town with all facilities. Number of statics. Free entry to swimming pool. Washing machine & dryer. Showers o.k Some shade; good ground. 6.50euros. Authon-du-Perche: Small municipal site 1km outside village with all facilities. Some shade; good ground. 4 euros plus 1 euro for a shower - good. Some motorway noise. Chartres: Large municipal site 1km walk from town centre. Lots of shade; good ground. Very good showers and facilities. Supermarket nearby. 8 euros. Rambouillet: Large site 2kms outside town by forest & lake. Separate tent area; good ground. Bar/restaurant and small shop on site; open 1st June to 15th Sept. Very good facilities & showers. Washing machine & dryer.11.50euros. Anet: Municipal site just outside town with all facilities. Lots of statics; little shade; open ground. Washing machine. 6.50 euros plus 1 euro for shower jeton. Good showers. Les Andelys: Hotel du Moderne; quiet side street just off main square. Room with shower; w.c on landing. Locked garage for bikes. No restaurant. 6 euros for an o.k breakfast but you get 2 for the price of 1 if you come on a bike. Seronville nr Songeons: Quiet small farm site in hamlet; facilities at Songeons 2kms away. Good grassy sheltered field; some shade. Small number of facilities but good showers. 7 euros. St Paul, nr Beauvais: Medium sized site; 0.5. from small village with bar. Some shade; good showers. Good ground. Boulangerie van calls. 8 euros. Henonville; 16kms SE of Chaumont-enVexin: Mainly a static holiday site; would be noisy in main holiday season and at weekends; some shaded areas. 2kms from village with  boulangerie/boucherie & small shop. Good showers; jetons. 10 euros including 2 jetons."
250,"Considering we hadn't been cycling for any great distance for over 4months(we had been away in New Zealand tramping for 3 months)we were pleasantly surprised by our overall fitness. We just made a point especially early on of taking it easy (apart from the 3rd day that is), just building the miles up. We also had not been cycling with fully loaded panniers with full camping gear since our cycle trip to NZ in 1999! Not bad eh, for a couple in their mid 50's The scenery although not the grandeur of the Alps or the wide open spaces of the Massif Central(one of our favorite areas) was pleasant enough and quite varied, although predominently arable farmland and forested areas. The joy though is following the minor roads(where ever possible) and going through small villages, seeing the different variety of houses through the regions,the numerous chateaux(and not just in the Loire), meeting the people,lunchtime meals, bar stops etc etc.   The aim of collecting more BPF stamps was successful- we got an additional 37 and completed a number of departments in this area.  Next trip to France leaves on the 31st July, we are initially off to the Semaine Federal cycle festival at Quimper in Brittany for a week and then continuing our collection of BPF stamps throughout Brittany and then further south. We will probably be other there for 5-7weeks. There may well be another report to follow."
251,"Well why not! We have a strong desire to be well away from a British winter; this is becoming a regular habit after my early retirement from work over 5 years ago. Also my birthday is in February and I have a personal ambition never to have a  birthday in a cold wet winter again. New Zealand has been our destination for three years out of the last 4  - the first time cycling and the last two spending a lot of time tramping their various tracks. We fancied a change (even though we really do love New Zealand) and we could combine this  trip with visits to see some friends in Canberra and Sydney. It's seems a nice place as well! WHERE & WHEN TO GO? Entirely dictated by the weather. An Australian summer can be very hot indeed especially in the northern half; it's also their rainy season there from Oct to April -  so that was out. We fancied Victoria and Tasmania initially and then the idea expanded to include Perth and Western Australia particularly if we went there in springtime and then the thought of combining the two came about. So that was it then, oh and while we are about it why not carry on through Canberra to Sydney to complete the full crossing. A simple enough idea but perhaps not so simple to complete  - this was quite a serious undertaking.  It needed some further thought and investigation and possibly a check with our doctor to see whether we had lost our marbles! Our son & daughter have long accepted that we are getting dafter the older we get. CYCLING ALL THE TIME? No way! This is a 6 month trip to Australia not a 6 month day after day cycling journey. The bikes are essentially a means of getting around. After the section from Perth to Melbourne we will take things easy for a while seeing the sights before undertaking some shorter trips in Victoria state. The next major cycling section will be around Tasmania but as we intend to be there for up to 6 weeks or so we will not be cycling everyday (it is not a big island!). Probably some more easy days after that before we head up to Canberra for some time with friends there. The next leg will be to Sydney to see more friends before we depart for home. The cycling throughout (after Melbourne) will be dictated by the weather (too hot or too wet will mean little cycling) and also by where we are (if it is particularly interesting place then we may stop for a few days). We will probably do some walking as well (especially in Tasmania). The only critical cycling rule is that we really do want to see if we can cycle the whole way from Perth to Sydney; so no use of other modes of transport on that route but we may well use other transport for some side trips.
"
252,"Plenty of searching on the internet gave us a lot of background information; we found lots of useful sites. The following are some examples: www.westernaustralia.net - Western Australia Tourism
www.tourism.sa.gov.au - South Australian Tourism
www.visitvictoria.com - Victoria Tourism
www.discovertasmania.com.au - Tasmania Tourism In addition there are a good number of touring cyclist forum sites that have travelogues of various trips undertaken by other cyclists .just go searching. Then we came across a guy (Collis Ivey) in Victoria who organises small supported cycle group crossings of Oz twice a year, first from Melbourne to Perth and then he does the return journey. He operates under the name of 'Cycleacrossoz'; see www.cycleacrossoz.com.au. We got in touch; he set us some info; it looked good. It also meant we could travel light and as we would be carrying our baggage for the following 4-5 months that seemed like a nice start. The Perth start date was ideal for us (26th Oct 2002); arriving in Melbourne 1st Dec. We could then spend Dec/Jan and most of Feb in Victoria and Tasmania before heading up to Sydney through late Feb/March, avoiding the real heat of the summer,  returning to the UK by early April in time for our springtime.  GETTING SORTED We confirmed the trip with Collis in early September and sent him the money. We got our flights booked using Singapore airlines with a day stopover in Singapore; arriving in Perth on Oct 22nd. We applied for 6 month Australian visas; disappointed with them costing £50 each. You can stay in NZ for 6 months for nothing!  Bike preparation was minimal; we had just returned from 5 weeks cycle camping in France; changed some cables; bought some new tyres and just checked them over. The camping gear was all ok. Treated ourselves to some new clothes. Anything else could wait until we got there.  We booked accommodation at  Perth YHA via the internet for the 4 nights prior to the ride starting.  GEAR LIST Basically take as little as possible; the number of other cyclists we have met who have returned baggage home after spending a few days cycling and realising that they are overloaded. The older you get the more weight becomes an issue - so we are having a major pruning exercise going through all the kit we took on our last 2 French trips. Not going to publish a full detailed gear list here; every cyclist has their own idea and personal requirements. We personally can't believe the amount of gear some people take but then they are generally a lot younger than we are so perhaps weight is not such an issue for them. We have some friends, older than us, who take less luggage than us; perhaps the rule is ...take less the older you get! To give you an overall idea of what we take: I will have: 2 small front panniers holding: 2 x ¾ Thermorest sleeping mats; 2 washbags & 2 microfibre towels; 2 small lightweight umbrellas (very useful as sunshades as well as shelter from rain) and perhaps a couple of other light items. 2 large rear panniers holding 1 compact lightweight sleeping bag & inner;Trangia cooking stove/pans etc; my clothes and with some room to spare.  1 barbag for essential daily items.  The tent will strap onto the top of my rear pannier. Jo will take 2 large rear panniers for her sleeping bag and clothes (each of which will be about 2/3rds full); this leaves space for any food etc that we buy on route. Jo will also have a barbag for her essential daily stuff. Any other bits and pieces go into the pannier pockets.    SOME THINGS WE DO Take sleeping bag inners; far easier to wash these out every week or so than to try keep a sleeping bag clean; they also provide extra warmth when it cools down as our bags are only summer lightweight ones. If it gets hotter then we just sleep in the inners, using the bags(they have full zips) as a cover if needed. Use lightweight head torches for after dark; they are also useful as emergency  bike lights if we get stuck. All clothes/sleeping bags are wrapped in plastic bags inside our panniers; in addition we have some rip-stop nylon pannier covers Jo made: it's just extra protection, even though our panniers are waterproof; last thing you want is damp clothes or bag.  Take a pack of 'UNO' cards and have a journey length competition; this can get quite heated at times and the running totals get into the thousands! We are also considering taking a small radio with us for the Oz trip. All clothing taken has to meet the lightweight; compact and quick drying criteria, adding and taking off thin layers as the weather changes. Take bare essentials as we can always buy some more stuff over there. Make sure all inner tubes are new before we go; especially for hot countries as patches on repaired tubes can 'lift' on hot roads.  We are cycling in Shimano cycling sandals using spd pedals. They are excellent for warm climates; we used them throughout our last French trip, equally useful for walking around in. They keep your feet nice and cool; if it gets cold we just put some socks on or our goretex socks as well if it is wet and cold. For Australia though if it gets too hot we may well be putting socks on to avoid sunburn!  Take some plastic ties and some duck tape. Extremely useful if anything starts to fall apart. We held a pannier rack together with a few plastic ties on our French trip in June. We also take an extra couple of straps for tying any extra luggage onto the panniers For a bit of luxury we take 2 folding 'seats' that the thermorests fit inside and allow us to sit upright, though on the ground; we just don't fancy lounging around on elbows etc trying to get to comfortable. Is that just our age? For a bit of security we list all important information(passport numbers; visa card numbers and contact telephone numbers etc etc ) on a word document. We then send a copy to our hotmail address for easy accessibility if we have any problems.We also photocopy important documents and keep a copy in a plastic folder in the bottom of a pannier."
253,"Not really, our daughter still lives there, so the house will be well looked after. She is looking forward to having the place to herself for 6 months! GETTING THERE & BACK WITH BIKES? Could be. Singapore Airlines wanted the bikes packed or bagged. We have bike bags but coming back from a different airport poses problems. The bags are too heavy/big to carry on the bikes whilst touring. One option would be get some cardboard boxes from our local bike shop; leave them at Perth then try and get some more in Sydney; or use large plastic bags (sometimes airlines supply these). The other option brought up was to use our bike bags and then post them from Perth to our friends in Sydney. We may well do that.     IN AUSTRALIA?  Well for the supported leg from Perth to Melbourne there are some long cycling daily distances involved; we would be doing about 3,700kms in 36 days with a number of 150+kms a day. There would be rest days though and we have ridden these sort of distances in France and at home without baggage. It would be the daily accumulation that may be an issue. The terrain is generally of easy gradients though; many flattish days especially crossing the Nullabor desert- the major challenge of the trip. The only issues we could see would be the weather (if it got too hot or if we had strong headwinds or really bad weather). But you can't not do something because of some possibility of something adverse happening can you?. We are in our mid-fifties, if we don't give it our best shot now we may well regret it in the future. Read the following on somebodies travelogue ..'It's best to regret doing something then regret not doing something' Apologies to the author for not remembering your name.  Anyway in the main this trip is meant be a challenge and an adventure not a holiday (though there will be times when we will be having a holiday)- let's treat it as such.
"
254,
